,emotion,sentence,label,tokenized_sentence,cleaned_tokens
34671,E60,오늘 너무 기쁜 일이 생겼어!,1,"['오늘', '너무', '기쁜', '일이', '생겼', '##어', '!']","['오늘', '너무', '기쁜', '일이', '생겼']"
34672,E60,노후 생활비 걱정이 없어서 기뻐.,1,"['노후', '생활', '##비', '걱정이', '없어서', '기뻐', '.']","['노후', '생활', '걱정이', '없어서', '기뻐']"
34673,E60,드디어 연금을 받을 수 있는 나이가 되어서 기쁘네.,1,"['드디어', '연금', '##을', '받을', '수', '있는', '나이가', '되어서', '기쁘', '##네', '.']","['드디어', '연금', '받을', '수', '있는', '나이가', '되어서', '기쁘']"
34674,E60,안정적으로 사업을 자식들에게 물려줘서 큰 걱정이 없어.,1,"['안정적으로', '사업을', '자식', '##들에게', '물려', '##줘서', '큰', '걱정이', '없어', '.']","['안정적으로', '사업을', '자식', '물려', '큰', '걱정이', '없어']"
34675,E60,내놓은 집이 원하는 가격에 잘 나가서 기쁘네.,1,"['내놓은', '집이', '원하는', '가격에', '잘', '나가서', '기쁘', '##네', '.']","['내놓은', '집이', '원하는', '가격에', '잘', '나가서', '기쁘']"
34692,E63,형한테 항상 고마워서 선물을 사주고 싶어.,1,"['형', '##한테', '항상', '고마워', '##서', '선물을', '사주고', '싶어', '.']","['형', '항상', '고마워', '선물을', '사주고', '싶어']"
34693,E63,오늘 부모님께 좋은 식당에서 음식을 대접하기로 했어. 기대된다.,1,"['오늘', '부모님께', '좋은', '식당에서', '음식을', '대접', '##하기로', '했어', '.', '기대된다', '.']","['오늘', '부모님께', '좋은', '식당에서', '음식을', '대접', '했어', '기대된다']"
34694,E63,최근 들어 많이 바쁘게 살고 있어.,1,"['최근', '들어', '많이', '바쁘게', '살고', '있어', '.']","['최근', '들어', '많이', '바쁘게', '살고', '있어']"
34695,E63,오늘 하루는 시간이 너무 빨리 흘렀어.,1,"['오늘', '하루는', '시간이', '너무', '빨리', '흘', '##렀', '##어', '.']","['오늘', '하루는', '시간이', '너무', '빨리', '흘']"
34696,E63,이번 주말에 대학교 선배와 만나기로 했어. 벌써 기대된다.,1,"['이번', '주말에', '대학교', '선배', '##와', '만나기', '##로', '했어', '.', '벌써', '기대된다', '.']","['이번', '주말에', '대학교', '선배', '만나기', '했어', '벌써', '기대된다']"
34697,E63,급한 약속이 잡혀서 집에 늦게 갈 거 같아.,1,"['급한', '약속', '##이', '잡혀', '##서', '집에', '늦게', '갈', '거', '같아', '.']","['급한', '약속', '잡혀', '집에', '늦게', '갈', '거', '같아']"
34698,E68,이직한 회사는 분위기가 너무 좋아서 일할 맛이 난다.,1,"['이', '##직한', '회사는', '분위기가', '너무', '좋아서', '일할', '맛이', '난다', '.']","['이', '회사는', '분위기가', '너무', '좋아서', '일할', '맛이', '난다']"
34699,E68,부모님께 용돈 드리고 집에 가는 길이 뿌듯하네.,1,"['부모님께', '용돈', '드리고', '집에', '가는', '길이', '뿌듯', '##하네', '.']","['부모님께', '용돈', '드리고', '집에', '가는', '길이', '뿌듯']"
34700,E68,어제 기분이 좋아 친구들에게 한턱냈어.,1,"['어제', '기분이', '좋아', '친구들에게', '한', '##턱', '##냈', '##어', '.']","['어제', '기분이', '좋아', '친구들에게', '한']"
34701,E68,오늘 회식은 내가 쏘기로 했어.,1,"['오늘', '회식', '##은', '내가', '쏘', '##기로', '했어', '.']","['오늘', '회식', '내가', '쏘', '했어']"
34713,E66,고혈압 치료비가 필요한데 보험금이 나온대.,1,"['고혈압', '치료', '##비가', '필요한데', '보험', '##금이', '나온', '##대', '.']","['고혈압', '치료', '필요한데', '보험', '나온']"
34714,E66,일을 못 하게 되었는데 집도 있고 연금도 나와.,1,"['일을', '못', '하게', '되었는데', '집도', '있고', '연금', '##도', '나와', '.']","['일을', '못', '하게', '되었는데', '집도', '있고', '연금', '나와']"
34715,E66,몇몇 세입자들한테서 삼 개월 동안은 월세를 안 받기로 했어.,1,"['몇몇', '세', '##입', '##자들', '##한테', '##서', '삼', '개월', '동안은', '월', '##세를', '안', '받기', '##로', '했어', '.']","['몇몇', '세', '삼', '개월', '동안은', '월', '안', '받기', '했어']"
34716,E66,친구한테 돈을 빌렸는데 당장 안 갚아도 된대.,1,"['친구한테', '돈을', '빌', '##렸는데', '당장', '안', '갚', '##아도', '된', '##대', '.']","['친구한테', '돈을', '빌', '당장', '안', '갚', '된']"
34717,E66,운이 좋게 좋은 아파트에 당첨됐어.,1,"['운이', '좋게', '좋은', '아파트에', '당첨', '##됐', '##어', '.']","['운이', '좋게', '좋은', '아파트에', '당첨']"
34737,E69,아파서 자식들 고생시키지 않고 늙어서 편하게 갈 수 있어서 다행이야.,1,"['아파서', '자식', '##들', '고생', '##시키지', '않고', '늙', '##어서', '편하게', '갈', '수', '있어서', '다행이', '##야', '.']","['아파서', '자식', '고생', '않고', '늙', '편하게', '갈', '수', '있어서', '다행이']"
34778,E69,내 동생이지만 정말 너무 자랑스러워!,1,"['내', '동생이', '##지만', '정말', '너무', '자랑', '##스러워', '!']","['내', '동생이', '정말', '너무', '자랑']"
34779,E69,아무리 생각해도 내 친구들 중에 내가 제일 잘생긴 것 같아.,1,"['아무리', '생각해도', '내', '친구들', '중에', '내가', '제일', '잘생', '##긴', '것', '같아', '.']","['아무리', '생각해도', '내', '친구들', '중에', '내가', '제일', '잘생', '것', '같아']"
34780,E69,내 친구들은 다들 점잖고 성품이 온화한 것 같아.,1,"['내', '친구들은', '다들', '점', '##잖', '##고', '성', '##품이', '온', '##화한', '것', '같아', '.']","['내', '친구들은', '다들', '점', '성', '온', '것', '같아']"
34781,E69,내 사수는 다른 선배들보다 마음이 착한 분이신 것 같아.,1,"['내', '사', '##수는', '다른', '선배', '##들보다', '마음이', '착한', '분이', '##신', '것', '같아', '.']","['내', '사', '다른', '선배', '마음이', '착한', '분이', '것', '같아']"
34782,E69,우리 회사에서 나는 너무 중요한 존재 같아.,1,"['우리', '회사에서', '나는', '너무', '중요한', '존재', '같아', '.']","['우리', '회사에서', '나는', '너무', '중요한', '존재', '같아']"
34783,E69,나는 내 주위의 모든 사람들 중에 노래를 잘한다고 생각해.,1,"['나는', '내', '주위의', '모든', '사람들', '중에', '노래를', '잘한', '##다고', '생각해', '.']","['나는', '내', '주위의', '모든', '사람들', '중에', '노래를', '잘한', '생각해']"
34810,E69,내년에 학년이 올라가서 반이 바뀌면 새로운 친구를 만날 수 있을 것 같아 기뻐.,1,"['내년에', '학', '##년이', '올라가서', '반', '##이', '바뀌', '##면', '새로운', '친구를', '만날', '수', '있을', '것', '같아', '기뻐', '.']","['내년에', '학', '올라가서', '반', '바뀌', '새로운', '친구를', '만날', '수', '있을', '것', '같아', '기뻐']"
34811,E69,살이 쪘었는데 방학 동안 운동을 열심히 해서 키도 크고 살도 많이 빠졌어.,1,"['살이', '쪘', '##었는데', '방학', '동안', '운동을', '열심히', '해서', '키', '##도', '크고', '살도', '많이', '빠졌', '##어', '.']","['살이', '쪘', '방학', '동안', '운동을', '열심히', '해서', '키', '크고', '살도', '많이', '빠졌']"
34812,E69,나를 괴롭히는 친구들이 없어서 친구들에게 말을 걸 용기가 생겨.,1,"['나를', '괴롭', '##히는', '친구들이', '없어서', '친구들에게', '말을', '걸', '용기가', '생겨', '.']","['나를', '괴롭', '친구들이', '없어서', '친구들에게', '말을', '걸', '용기가', '생겨']"
34813,E69,학교폭력 가해자들이 사라져서 더 이상 날 괴롭히는 사람은 없을 거야.,1,"['학교', '##폭력', '가해', '##자들이', '사라져', '##서', '더', '이상', '날', '괴롭', '##히는', '사람은', '없을', '거야', '.']","['학교', '가해', '사라져', '더', '이상', '날', '괴롭', '사람은', '없을', '거야']"
34881,E68,주말 출근을 하게 됐지만 월요일과 화요일에 쉬기로 해서 기뻐.,1,"['주말', '출근', '##을', '하게', '됐', '##지만', '월요일', '##과', '화요일', '##에', '쉬', '##기로', '해서', '기뻐', '.']","['주말', '출근', '하게', '됐', '월요일', '화요일', '쉬', '해서', '기뻐']"
34882,E68,이번 회의에서 내 의견이 잘 반영돼서 내가 원하는 대로 프로젝트가 진행될 것 같아.,1,"['이번', '회의', '##에서', '내', '의견이', '잘', '반영', '##돼서', '내가', '원하는', '대로', '프로젝트', '##가', '진행될', '것', '같아', '.']","['이번', '회의', '내', '의견이', '잘', '반영', '내가', '원하는', '대로', '프로젝트', '진행될', '것', '같아']"
34883,E68,이번에 처음으로 같이 일하게 된 다른 부서 직원이 일솜씨가 좋아 오늘 일찍 끝나겠어.,1,"['이번에', '처음으로', '같이', '일', '##하게', '된', '다른', '부서', '직원이', '일', '##솜', '##씨가', '좋아', '오늘', '일찍', '끝나', '##겠어', '.']","['이번에', '처음으로', '같이', '일', '된', '다른', '부서', '직원이', '일', '좋아', '오늘', '일찍', '끝나']"
34884,E68,업무 스트레스가 너무 심해서 회사를 관뒀더니 집에 가는 발걸음이 가볍네.,1,"['업무', '스트레스가', '너무', '심해서', '회사를', '관', '##뒀', '##더니', '집에', '가는', '발걸', '##음이', '가볍', '##네', '.']","['업무', '스트레스가', '너무', '심해서', '회사를', '관', '집에', '가는', '발걸', '가볍']"
34885,E68,이번에 새로 옮긴 회사는 업무도 깔끔하고 동료들도 정말 좋아서 마음에 들어.,1,"['이번에', '새로', '옮긴', '회사는', '업무', '##도', '깔끔하고', '동료', '##들도', '정말', '좋아서', '마음에', '들어', '.']","['이번에', '새로', '옮긴', '회사는', '업무', '깔끔하고', '동료', '정말', '좋아서', '마음에', '들어']"
34886,E68,업무 스트레스가 너무 심해 병이 생겨 회사를 그만뒀는데 이제 마음이 편해.,1,"['업무', '스트레스가', '너무', '심해', '병이', '생겨', '회사를', '그만', '##뒀', '##는데', '이제', '마음이', '편해', '.']","['업무', '스트레스가', '너무', '심해', '병이', '생겨', '회사를', '그만', '이제', '마음이', '편해']"
34887,E68,오늘은 회사 외부에 업무를 잠깐 보러 갔다가 일 처리가 늘어져서 바로 집으로 퇴근했어.,1,"['오늘은', '회사', '외부에', '업무를', '잠깐', '보러', '갔다가', '일', '처리가', '늘어', '##져서', '바로', '집으로', '퇴근', '##했어', '.']","['오늘은', '회사', '외부에', '업무를', '잠깐', '보러', '갔다가', '일', '처리가', '늘어', '바로', '집으로', '퇴근']"
34888,E68,일도 잘 안하고 불평만 하던 직원이 퇴사한다고 해서 기분이 상쾌해.,1,"['일도', '잘', '안하고', '불평', '##만', '하던', '직원이', '퇴', '##사한', '##다고', '해서', '기분이', '상쾌', '##해', '.']","['일도', '잘', '안하고', '불평', '하던', '직원이', '퇴', '해서', '기분이', '상쾌']"
34929,E64,회사 동료들이랑 팀워크가 좋아서 일이 술술 풀리고 있어서 만족스러워.,1,"['회사', '동료', '##들이랑', '팀', '##워크', '##가', '좋아서', '일이', '술', '##술', '풀', '##리고', '있어서', '만족스러', '##워', '.']","['회사', '동료', '팀', '좋아서', '일이', '술', '풀', '있어서', '만족스러']"
34930,E64,우리 부서는 다들 사이도 좋고 크게 싸울 일이 없는 것 같아서 너무 좋아.,1,"['우리', '부서', '##는', '다들', '사이', '##도', '좋고', '크게', '싸울', '일이', '없는', '것', '같아서', '너무', '좋아', '.']","['우리', '부서', '다들', '사이', '좋고', '크게', '싸울', '일이', '없는', '것', '같아서', '너무', '좋아']"
34931,E64,내 친구들이 진짜 착하고 너무 좋은 덕분에 학교생활이 더 재미있는 것 같아서 만족스러워.,1,"['내', '친구들이', '진짜', '착하고', '너무', '좋은', '덕분에', '학교', '##생활', '##이', '더', '재미있는', '것', '같아서', '만족스러', '##워', '.']","['내', '친구들이', '진짜', '착하고', '너무', '좋은', '덕분에', '학교', '더', '재미있는', '것', '같아서', '만족스러']"
34932,E64,룸메이트랑 같이 살아 보니까 생활비도 절약되고 너무 괜찮은 것 같아.,1,"['룸', '##메이트', '##랑', '같이', '살아', '보니까', '생활', '##비도', '절약', '##되고', '너무', '괜찮은', '것', '같아', '.']","['룸', '같이', '살아', '보니까', '생활', '절약', '너무', '괜찮은', '것', '같아']"
34933,E64,언니 추천으로 뮤지컬 보고 왔는데 생각보다 너무 재미있어서 기분이 좋았어.,1,"['언니', '추천으로', '뮤지컬', '보고', '왔는데', '생각보다', '너무', '재미있어', '##서', '기분이', '좋았', '##어', '.']","['언니', '추천으로', '뮤지컬', '보고', '왔는데', '생각보다', '너무', '재미있어', '기분이', '좋았']"
34934,E64,나랑 완전 잘 통하는 친구가 한 명 있는데 이 친구는 만날 때마다 항상 즐거워.,1,"['나랑', '완전', '잘', '통하는', '친구가', '한', '명', '있는데', '이', '친구는', '만날', '때마다', '항상', '즐거워', '.']","['나랑', '완전', '잘', '통하는', '친구가', '한', '명', '있는데', '이', '친구는', '만날', '때마다', '항상', '즐거워']"
34936,E65,내일 수영 동호회 첫날인데 설렌다. 어떤 사람들을 만날지 궁금하네.,1,"['내일', '수영', '동호회', '첫날', '##인데', '설', '##렌', '##다', '.', '어떤', '사람들을', '만날', '##지', '궁금', '##하네', '.']","['내일', '수영', '동호회', '첫날', '설', '어떤', '사람들을', '만날', '궁금']"
34937,E65,의사 선생님이 백두산 등산 가도 된다고 하네! 너무 가고 싶었는데 드디어 가게 되어 흥분돼.,1,"['의사', '선생님이', '백두', '##산', '등산', '가도', '된다고', '하네', '!', '너무', '가고', '싶었는데', '드디어', '가게', '되어', '흥분', '##돼', '.']","['의사', '선생님이', '백두', '등산', '가도', '된다고', '하네', '너무', '가고', '싶었는데', '드디어', '가게', '되어', '흥분']"
34938,E65,지난번 관절염으로 고생할 때 계단에서 짐을 들어줬던 청년을 옆집에서 다시 봤는데 너무 반갑더라고.,1,"['지난번', '관절', '##염', '##으로', '고생', '##할', '때', '계단', '##에서', '짐을', '들어', '##줬던', '청년', '##을', '옆', '##집에서', '다시', '봤는데', '너무', '반갑', '##더라고', '.']","['지난번', '관절', '고생', '때', '계단', '짐을', '들어', '청년', '옆', '다시', '봤는데', '너무', '반갑']"
34939,E65,이번에 첫 손주가 태어났어. 지금 내가 몸은 불편해도 우리 손자 안아볼 생각에 행복해.,1,"['이번에', '첫', '손', '##주가', '태어났', '##어', '.', '지금', '내가', '몸은', '불편해', '##도', '우리', '손', '##자', '안아', '##볼', '생각에', '행복해', '.']","['이번에', '첫', '손', '태어났', '지금', '내가', '몸은', '불편해', '우리', '손', '안아', '생각에', '행복해']"
34940,E65,우리 며느리가 순산해서 첫손주가 건강하게 잘 태어났어. 이보다 더 행복할 수 있겠어?,1,"['우리', '며느', '##리가', '순', '##산', '##해서', '첫', '##손', '##주가', '건강하게', '잘', '태어났', '##어', '.', '이보다', '더', '행복', '##할', '수', '있겠', '##어', '?']","['우리', '며느', '순', '첫', '건강하게', '잘', '태어났', '이보다', '더', '행복', '수', '있겠']"
34941,E65,이번에 몸 상태가 좋아져서 노인정에서 하는 설맞이 잔치에 드디어 가볼 수 있게 돼서 기뻐.,1,"['이번에', '몸', '상태가', '좋아', '##져서', '노인', '##정에', '##서', '하는', '설', '##맞이', '잔치', '##에', '드디어', '가볼', '수', '있게', '돼서', '기뻐', '.']","['이번에', '몸', '상태가', '좋아', '노인', '하는', '설', '잔치', '드디어', '가볼', '수', '있게', '돼서', '기뻐']"
34942,E65,예전에 같이 일했던 상사가 우리 집 옆집으로 이사를 왔다는데 너무 반갑더라고.,1,"['예전에', '같이', '일', '##했던', '상', '##사가', '우리', '집', '옆', '##집으로', '이사를', '왔다는', '##데', '너무', '반갑', '##더라고', '.']","['예전에', '같이', '일', '상', '우리', '집', '옆', '이사를', '왔다는', '너무', '반갑']"
34944,E65,결혼식에 내가 좋아하는 가수가 축가를 불러주기로 했어! 너무 기뻐.,1,"['결혼식', '##에', '내가', '좋아하는', '가수', '##가', '축', '##가를', '불러', '##주기', '##로', '했어', '!', '너무', '기뻐', '.']","['결혼식', '내가', '좋아하는', '가수', '축', '불러', '했어', '너무', '기뻐']"
34946,E61,곧 만기 은퇴를 앞두고 있어. 노후 준비를 미리 꼼꼼하게 해두어서 기뻐.,1,"['곧', '만기', '은퇴', '##를', '앞두고', '있어', '.', '노후', '준비를', '미리', '꼼꼼하게', '해두', '##어서', '기뻐', '.']","['곧', '만기', '은퇴', '앞두고', '있어', '노후', '준비를', '미리', '꼼꼼하게', '해두', '기뻐']"
34947,E61,친구가 노후 자금 마련을 도와줘서 노후 걱정이 없어. 마음이 아주 든든해.,1,"['친구가', '노후', '자금', '마련', '##을', '도와', '##줘서', '노후', '걱정이', '없어', '.', '마음이', '아주', '든든', '##해', '.']","['친구가', '노후', '자금', '마련', '도와', '노후', '걱정이', '없어', '마음이', '아주', '든든']"
34948,E61,이번에 다시 복직하게 돼서 기뻐. 해고당할까 봐 어찌나 마음 졸였는지.,1,"['이번에', '다시', '복', '##직하게', '돼서', '기뻐', '.', '해고', '##당', '##할까', '봐', '어찌나', '마음', '졸', '##였는지', '.']","['이번에', '다시', '복', '돼서', '기뻐', '해고', '봐', '어찌나', '마음', '졸']"
34949,E61,회사에서 정년퇴직 후에 대리점 사장을 하면 어떻겠냐고 물어보더군. 기분이 참 좋아.,1,"['회사에서', '정', '##년', '##퇴', '##직', '후에', '대리점', '사장', '##을', '하면', '어떻', '##겠', '##냐고', '물어보', '##더', '##군', '.', '기분이', '참', '좋아', '.']","['회사에서', '정', '후에', '대리점', '사장', '하면', '어떻', '물어보', '기분이', '참', '좋아']"
34950,E61,오늘은 지인들한테 감사 문자를 다 돌렸어.,1,"['오늘은', '지인', '##들한테', '감사', '문자를', '다', '돌', '##렸', '##어', '.']","['오늘은', '지인', '감사', '문자를', '다', '돌']"
34960,E67,노후 준비에 필요한 돈을 다 모아서 다행이야.,1,"['노후', '준비', '##에', '필요한', '돈을', '다', '모아서', '다행이', '##야', '.']","['노후', '준비', '필요한', '돈을', '다', '모아서', '다행이']"
34961,E67,회사 다니며 충분히 벌어둬서 안심이야. 은퇴 후에 행복한 노후만 생각할 거야.,1,"['회사', '다니며', '충분히', '벌어', '##둬', '##서', '안심이', '##야', '.', '은퇴', '후에', '행복한', '노후', '##만', '생각할', '거야', '.']","['회사', '다니며', '충분히', '벌어', '안심이', '은퇴', '후에', '행복한', '노후', '생각할', '거야']"
34962,E67,은퇴는 했지만 경제적으로 넉넉한 생활을 유지하고 있어서 다행이야.,1,"['은퇴', '##는', '했지만', '경제적으로', '넉넉한', '생활을', '유지하고', '있어서', '다행이', '##야', '.']","['은퇴', '했지만', '경제적으로', '넉넉한', '생활을', '유지하고', '있어서', '다행이']"
34963,E67,은퇴 후에 나를 위한 별장을 구입해서 너무 기뻐.,1,"['은퇴', '후에', '나를', '위한', '별', '##장을', '구입해서', '너무', '기뻐', '.']","['은퇴', '후에', '나를', '위한', '별', '구입해서', '너무', '기뻐']"
34968,E62,자식들이 우리 노후에 힘든 일이 있을 때 도와주겠다고 해서 기뻐.,1,"['자식', '##들이', '우리', '노후', '##에', '힘든', '일이', '있을', '때', '도와주', '##겠다고', '해서', '기뻐', '.']","['자식', '우리', '노후', '힘든', '일이', '있을', '때', '도와주', '해서', '기뻐']"
34969,E62,아내에게 돈을 맡겼는데 재테크로 돈을 불려놨지 뭐야. 너무 기분이 좋아.,1,"['아내', '##에게', '돈을', '맡', '##겼는데', '재', '##테크', '##로', '돈을', '불려', '##놨', '##지', '뭐야', '.', '너무', '기분이', '좋아', '.']","['아내', '돈을', '맡', '재', '돈을', '불려', '뭐야', '너무', '기분이', '좋아']"
34970,E62,내 모든 수입을 아내에게 맡기길 잘한 것 같아 기뻐.,1,"['내', '모든', '수입', '##을', '아내', '##에게', '맡기', '##길', '잘한', '것', '같아', '기뻐', '.']","['내', '모든', '수입', '아내', '맡기', '잘한', '것', '같아', '기뻐']"
34971,E60,부서를 발령받았는데 내가 원하던 부서야. 너무 기뻐.,1,"['부서', '##를', '발', '##령', '##받았', '##는데', '내가', '원하던', '부서', '##야', '.', '너무', '기뻐', '.']","['부서', '발', '내가', '원하던', '부서', '너무', '기뻐']"
34972,E60,드디어 내 분야에서 최고의 전문가로 많은 사람에게 인정받게 됐어.,1,"['드디어', '내', '분야에서', '최고의', '전문가', '##로', '많은', '사람에게', '인정', '##받게', '됐', '##어', '.']","['드디어', '내', '분야에서', '최고의', '전문가', '많은', '사람에게', '인정', '됐']"
34973,E60,이번 계약을 성공적으로 성사시키면서 회사 사람들로부터 능력을 인정받아서 너무 기뻐.,1,"['이번', '계약을', '성공적으로', '성사', '##시키면서', '회사', '사람들로', '##부터', '능력을', '인정', '##받아서', '너무', '기뻐', '.']","['이번', '계약을', '성공적으로', '성사', '회사', '사람들로', '능력을', '인정', '너무', '기뻐']"
34974,E60,졸업하고 다들 취업 때문에 걱정이 많았는데 이번에 친구들이랑 모두 좋은 회사에 들어가게 됐어. 너무 행복해.,1,"['졸업하고', '다들', '취업', '때문에', '걱정이', '많았는데', '이번에', '친구들이', '##랑', '모두', '좋은', '회사에', '들어가게', '됐', '##어', '.', '너무', '행복해', '.']","['졸업하고', '다들', '취업', '때문에', '걱정이', '많았는데', '이번에', '친구들이', '모두', '좋은', '회사에', '들어가게', '됐', '너무', '행복해']"
34975,E60,내가 이끈 프로젝트가 이번에 대성공으로 끝났어. 너무 기뻐.,1,"['내가', '이끈', '프로젝트', '##가', '이번에', '대성', '##공으로', '끝났', '##어', '.', '너무', '기뻐', '.']","['내가', '이끈', '프로젝트', '이번에', '대성', '끝났', '너무', '기뻐']"
34976,E60,회사 그만둘 때 걱정이 많았는데 프리랜서로 더 많은 일들을 맡게 됐어. 좋은 시작인 것 같아서 기분이 좋아.,1,"['회사', '그만', '##둘', '때', '걱정이', '많았는데', '프리', '##랜', '##서로', '더', '많은', '일들을', '맡게', '됐', '##어', '.', '좋은', '시작', '##인', '것', '같아서', '기분이', '좋아', '.']","['회사', '그만', '때', '걱정이', '많았는데', '프리', '더', '많은', '일들을', '맡게', '됐', '좋은', '시작', '것', '같아서', '기분이', '좋아']"
34978,E62,펀드매니저인 내 친구 아들에게 내 보험금을 맡겨볼까 해.,1,"['펀드', '##매니', '##저', '##인', '내', '친구', '아들', '##에게', '내', '보험', '##금을', '맡겨', '##볼까', '해', '.']","['펀드', '내', '친구', '아들', '내', '보험', '맡겨', '해']"
34979,E62,오늘 보험에 가입했어. 유명 보험사니 믿고 맡길 만한 거 같아.,1,"['오늘', '보험', '##에', '가입', '##했어', '.', '유명', '보험', '##사', '##니', '믿고', '맡길', '만한', '거', '같아', '.']","['오늘', '보험', '가입', '유명', '보험', '믿고', '맡길', '만한', '거', '같아']"
34990,E66,옆집 김 씨가 무릎이 안 좋다고 해서 영양제를 나눠줬어. 고마워하는 모습을 보고 기뻤어.,1,"['옆', '##집', '김', '씨가', '무릎이', '안', '좋다고', '해서', '영양제를', '나눠', '##줬', '##어', '.', '고마워', '##하는', '모습을', '보고', '기', '##뻤', '##어', '.']","['옆', '김', '씨가', '무릎이', '안', '좋다고', '해서', '영양제를', '나눠', '고마워', '모습을', '보고', '기']"
34991,E66,얼마 전에 상조에 가입했어. 자식들의 부담을 덜어서 마음이 놓여.,1,"['얼마', '전에', '상', '##조에', '가입', '##했어', '.', '자식', '##들의', '부담을', '덜어서', '마음이', '놓여', '.']","['얼마', '전에', '상', '가입', '자식', '부담을', '덜어서', '마음이', '놓여']"
35078,E64,노후를 위해 열심히 저축하고 투자한 덕분에 지금 여유롭게 지낼 수 있는 것 같아 만족스럽고 기뻐.,1,"['노후', '##를', '위해', '열심히', '저축', '##하고', '투자', '##한', '덕분에', '지금', '여유롭게', '지낼', '수', '있는', '것', '같아', '만족스럽', '##고', '기뻐', '.']","['노후', '위해', '열심히', '저축', '투자', '덕분에', '지금', '여유롭게', '지낼', '수', '있는', '것', '같아', '만족스럽', '기뻐']"
35079,E64,내가 믿고 투자했던 김 사장의 사업이 크게 성장해서 기뻐.,1,"['내가', '믿고', '투자', '##했던', '김', '사장', '##의', '사업이', '크게', '성장', '##해서', '기뻐', '.']","['내가', '믿고', '투자', '김', '사장', '사업이', '크게', '성장', '기뻐']"
35080,E64,오늘 경찰서에서 연락을 받았어. 내 돈을 훔쳐 간 도둑을 잡았다더군.,1,"['오늘', '경찰', '##서에서', '연락을', '받았', '##어', '.', '내', '돈을', '훔쳐', '간', '도둑', '##을', '잡았다', '##더', '##군', '.']","['오늘', '경찰', '연락을', '받았', '내', '돈을', '훔쳐', '간', '도둑', '잡았다']"
35081,E64,내가 운영하는 가게 매출이 크게 올라서 기뻐.,1,"['내가', '운영하는', '가게', '매출이', '크게', '올라서', '기뻐', '.']","['내가', '운영하는', '가게', '매출이', '크게', '올라서', '기뻐']"
35082,E64,오늘 아들이 용돈을 두둑이 보내줘서 기뻐.,1,"['오늘', '아들이', '용돈', '##을', '두', '##둑', '##이', '보내', '##줘서', '기뻐', '.']","['오늘', '아들이', '용돈', '두', '보내', '기뻐']"
35083,E64,드디어 일억 원의 빚을 다 갚았어. 너무나 기뻐.,1,"['드디어', '일', '##억', '원의', '빚을', '다', '갚', '##았', '##어', '.', '너무나', '기뻐', '.']","['드디어', '일', '원의', '빚을', '다', '갚', '너무나', '기뻐']"
35084,E64,오늘 주변을 보며 나의 처지가 참 다행이라는 생각이 들었어.,1,"['오늘', '주변을', '보며', '나의', '처', '##지가', '참', '다행이', '##라는', '생각이', '들었', '##어', '.']","['오늘', '주변을', '보며', '나의', '처', '참', '다행이', '생각이', '들었']"
35085,E64,나 삼십 년 동안 꾸준히 저축해서 오천만 원을 모아서 너무 기뻐.,1,"['나', '삼십', '년', '동안', '꾸준히', '저축', '##해서', '오', '##천', '##만', '원을', '모아서', '너무', '기뻐', '.']","['나', '삼십', '년', '동안', '꾸준히', '저축', '오', '원을', '모아서', '너무', '기뻐']"
35086,E64,나 오늘 옆집 할멈에게 오백만 원을 건네주고 왔어. 나 스스로가 자랑스러워.,1,"['나', '오늘', '옆', '##집', '할', '##멈', '##에게', '오', '##백만', '원을', '건네', '##주고', '왔', '##어', '.', '나', '스스로', '##가', '자랑', '##스러워', '.']","['나', '오늘', '옆', '할', '오', '원을', '건네', '왔', '나', '스스로', '자랑']"
35087,E64,몸이 건강해서 병원에 안 다니니까 노년의 삶이 참 여유로운 것 같아 기뻐.,1,"['몸이', '건강', '##해서', '병원에', '안', '다니', '##니까', '노', '##년의', '삶이', '참', '여유로운', '것', '같아', '기뻐', '.']","['몸이', '건강', '병원에', '안', '다니', '노', '삶이', '참', '여유로운', '것', '같아', '기뻐']"
35088,E64,오늘 내 손자 결혼식이었는데 할머니로서 큰돈을 보태줄 수 있어 뿌듯했어.,1,"['오늘', '내', '손', '##자', '결혼식', '##이었는데', '할머니', '##로서', '큰', '##돈을', '보태', '##줄', '수', '있어', '뿌듯', '##했어', '.']","['오늘', '내', '손', '결혼식', '할머니', '큰', '보태', '수', '있어', '뿌듯']"
35111,E66,결혼하고 나니 혼자 살 때와는 다르게 마음의 여유가 생겼어. 편안해.,1,"['결혼', '##하고', '나니', '혼자', '살', '때와', '##는', '다르게', '마음의', '여유가', '생겼', '##어', '.', '편안', '##해', '.']","['결혼', '나니', '혼자', '살', '때와', '다르게', '마음의', '여유가', '생겼', '편안']"
35112,E66,남자친구랑 결혼에 대해서 천천히 생각해보기로 했어.,1,"['남자친구', '##랑', '결혼', '##에', '대해서', '천천히', '생각해보', '##기로', '했어', '.']","['남자친구', '결혼', '대해서', '천천히', '생각해보', '했어']"
35113,E66,시간에 쫓기지 않고 미리미리 결혼 준비를 해놔서 마음이 엄청 편해.,1,"['시간에', '쫓', '##기지', '않고', '미리미리', '결혼', '준비를', '해', '##놔서', '마음이', '엄청', '편해', '.']","['시간에', '쫓', '않고', '미리미리', '결혼', '준비를', '해', '마음이', '엄청', '편해']"
